product_id,retailer,country,title,description,category_path,url,image_url,price,barcode,brand,category,attributes
1000226316,amazon,USA,"Oat Milk Lattes- Cold Brew, Cold Brew Coffee Cans, Canned Coffee, Iced Coffee, Organic, Dairy Free, Gluten Free, Lightly Sweetened with Coconut Nectar- Peppermint Mocha, 8 Fl Oz (12 Pack)","* * *
## Important information 
[ingredients_start]
Ingredients 
Oat milk (water, oats), coconut nectar, cold brew coffee (water, coffee beans), cacao powder, Himalayan pink salt, gum acacia, peppermi","["""" Any Department"""","""" Grocery & Gourmet Food"""","""" Beverages"""","""" Coffee"""","""" Iced Coffee & Cold- Brew""""]",https://www.amazon.com/dp/B0DDR5ZPK8,https://m.media-amazon.com/images/I/71ThbLCegyL._AC_UL320_.jpg,44.99,850061075130,Pop & Bottle,RTD Coffee,"Immune Support Ingredients: antioxidants; Volume: 237; Coffee Type: mocha; Free From: dairy free; RTD Coffee Style: oat milk, latte, cold brew; Sustainable Sourcing: organic; Juice Content: 0-2%; Caffeine: 15-25 mg; Flavour: coconut, peppermint, mocha, oat, coffee; Carbonization: still; Naturally derived: natural acids, natural; Pack Type: Tin"
1000269983,Plus,Netherlands,fernandes Cream ginger,purchase fernandes Cream ginger 250 milliliters online at plus.nl. make your shopping easy and home quickly delivery or pick up to your PLUS.,"[""""products"""",""""soft drink, juices, coffee, tea""""]",https://www.plus.nl/product/fernandes-cream-ginger-blik-250-ml-241958,https://images.ctfassets.net/s0lodsnpsezb/241958_M/8e795bbd0fc1c024d9caa95cc3dcbf21/241958.png,0.99,,Fernandes,Other Non-Cola Carbonates,"Volume: 250; Sweetener: sucralose, sugar, acesulfame potassium; Flavour: ginger; Juice Content: 0-2%; Pack Type: Can; Carbonization: sparkling; Immune Support Ingredients: vitamin c, ginger, antioxidants"
1000338567,Plus,Netherlands,Fritz Kola,purchase Fritz Kola 330 milliliters online at plus.nl. make your shopping easy and home quickly delivery or pick up to your PLUS.,"[""""products"""",""""soft drink, juices, coffee, tea""""]",https://www.plus.nl/product/fritz-kola-fles-330-ml-547728,https://images.ctfassets.net/s0lodsnpsezb/547728_M/107c63d60cf6fd959cd0764d5b419a3a/547728.png,1.49,,Fritz Kola,Other Non-Cola Carbonates,"Pack Type: Bottle; Volume: 330; Caffeine: 15-25 mg; Carbonization: carbonated; Naturally derived: natural flavours, natural; Water Type: mineral; Juice Content: 0-2%; Sweetener: sugar"
1000344085,Kroger,USA,Sanzo Mango Sparkling Water Can - 12 fl oz,,"["""" Grocery"""","""" Beverages"""","""" Sparkling Water & Seltzer Water"""","""" Flavored Sparkling Water & Seltzer""""]",https://www.kroger.com/p/sanzo-mango-sparkling-water-can/0086000035291#:#zipcode=46204&storeid=02100339,https://www.kroger.com/product/images/xlarge/front/0086000035291,1.99,860000352918,Sanzo,Functional Bottled Water,"Flavour: mango; Volume: 355; Juice Content: 0-2%; Pack Type: Can; Carbonization: carbonated, sparkling"
1000354807,Plus,Netherlands,sourcing vitamin water grape lemon,purchase sourcing vitamin water grape lemon 500 milliliters online at plus.nl. make your shopping easy and home quickly delivery or pick up to your PLUS.,"[""""products"""",""""soft drink, juices, coffee, tea""""]",https://www.plus.nl/product/sourcy-vitaminwater-druif-citroen-fles-500-ml-885784,https://images.ctfassets.net/s0lodsnpsezb/885784_M/8c5612a5d9418b2b5f0eb5eb890ca01b/885784.png,1.79,,Sourcy,Functional Bottled Water,"Energy Source: b-vitamins; Water Type: spring; Pack Type: Bottle; Sweetener: sucralose, sugar, acesulfame potassium; Volume: 500; Flavour: grape, lemon; Immune Support Ingredients: vitamin c, zinc; Caffeine: 15-25 mg; Naturally derived: natural fragrances; Carbonization: still; Juice Content: 0-2%; Botanicals And Functional Ingredients: ginseng"
1000367703,Walmart,USA,"Swoon Trial Pack - Low Carb, Paleo- Friendly, Gluten- Free Keto Drink - Made with 100% Natural Lemon Juice Concentrate, Sugar Free Iced Tea & Lemonade - 12 fl oz ( Pack of 6)",""""" 
* This variety pack is perfect for anyone looking to enjoy refreshing, flavorful drinks without compromising on health. 
* Zero Sugar: Sweetened with monk fruit and stevia, providing natural sweetn","["""" Food"""","""" Beverages"""","""" Tea"""","""" Tea Shipped To You""""]",https://www.walmart.com/ip/Swoon-Trial-Pack-Low-Carb-Paleo-Friendly-Gluten-Free-Keto-Drink-Made-100-Natural-Lemon-Juice-Concentrate-Sugar-Free-Iced-Tea-Lemonade-12-fl-oz-Pack-6/9519301622?classType=REGULAR,https://i5.walmartimages.com/seo/Swoon-Trial-Pack-Low-Carb-Paleo-Friendly-Gluten-Free-Keto-Drink-Made-100-Natural-Lemon-Juice-Concentrate-Sugar-Free-Iced-Tea-Lemonade-12-fl-oz-Pack-6_bdfd8ea4-291e-4d6b-8f5d-6e1113a797c6.551b4daef0236a2e3bee2c6bcae4deb0.jpeg,24.99,,Swoon,Powder Concentrates,"Diets: kosher, low carbs, paleo diet; Concentrate Format: powder, vitamins; Naturally derived: natural sweeteners, natural; Volume: 355; Sweetener: monk fruit, stevia; Caffeine: 0-15 mg; No Artificial Ingredients: no gmo; Immune Support Ingredients: vitamin c; Flavour: tea, lemon; Pack Type: Liquid Carton; Juice Content: 100%; Health Claims: no added sugar, no sugar, low calories, good source of vitamins"
1000419024,amazon,Spain,"ekolo grape juice ecological, 100% squeezed, 6 bottles * 750 ml 4500 ml ( pack of 2)","## product information 
# technical details 
##### product information 
product dimensions ‎24x16x 24.5 cm; 13.6 kg 
additives ‎tannins and resveratrol of the grape 
weight ‎13.6 kilograms 
volume ‎90","["""" alimentation and drinks"""","""" coffee, tea and drinks"""","""" juices""""]",https://www.amazon.es/dp/B0DKTFL431,https://m.media-amazon.com/images/I/41StndbefNL._AC_UL320_.jpg,39,,Ekolo,Not from Concentrate 100% Juice,"Volume: 750; Juice Features: from concentrate; Free From: no caffeine; Health Claims: no added sugar, immune system health; Juice Content: 100%; Environmentally Friendly: environmentally friendly; Sustainable Sourcing: organic; Caffeine: 0-15 mg; Flavour: grape; Pack Type: Bottle; Carbonization: still; Made From: grape"
1000432099,amazon,USA,"Energy Drink | Unmatched Energy · Amplified Focus | N- Acetyl-L- Tyrosine, Alpha-GPC, 200mg Caffeine, Uridine, Saffron | 0 Sugar Or Artificial Colors | 16oz, 12- Pack ( Berry Burst)","* * *
## Important information 
Directions 
Open container and enjoy drink. 
Legal Disclaimer 
Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagn","["""" Any Department"""","""" Grocery & Gourmet Food"""","""" Beverages"""","""" Bottled Beverages, Water & Drink Mixes"""","""" Energy Drinks""""]",https://www.amazon.com/dp/B0D3NRQ1J5,https://m.media-amazon.com/images/I/71HE2rL6mnL._AC_UL320_.jpg,34.99,810113510439,Gorilla Mind,Energy Drinks,"Volume: 473; Juice Content: 0-2%; Immune Support Ingredients: antioxidants; Flavour: berry; No Artificial Ingredients: no artificial flavours, no artificial colours; Caffeine: 100-150 mg; Carbonization: still; Health Claims: no sugar, energy boosting, antioxidant, nootropic/enhanced mental performance, no calories; Pack Type: Can"
1000486377,amazon,USA,"BUM Sugar- Free Energy Drink, Champion Mentality - Lightly Carbonated & No Artificial Colors, Natural Caffeine & Citicoline for Energy & Focus, Brain Boost & Workout Sports Beverage - 12 oz, Pack of 12","* * *
## Important information 
[ingredients_start]
Ingredients 
Carbonated Water, Natural and Artifical Flavor, Citric Acid, Cognizin Citicoline, Natural Caffeine (from Coffee Bean), Sucralose, Sodiu","["""" Grocery & Gourmet Food"""","""" Beverages"""","""" Bottled Beverages, Water & Drink Mixes"""","""" Energy Drinks""""]",https://www.amazon.com/dp/B0D74CJ2F2,https://m.media-amazon.com/images/I/717PWdm5YEL._AC_UL320_.jpg,29.99,850057175448,Bum Energy,Energy Drinks,"Free From: no caffeine; Volume: 355; Sweetener: sucralose; Carbonization: gently carbonated; No Artificial Ingredients: no artificial flavours, no artificial colours; Naturally derived: natural flavours, natural; Health Claims: no sugar, energy boosting; Pack Type: Can; Juice Content: 0-2%"
10004871,Publix,USA,Northland Cranberry Grape 100% Juice,Dark fruits and berries are as delicious as they are good for you. That's why North Land 100% Juice is bursting with healthful antioxidants to help you feel your best. Plus no sugars or artificial swe,"["""" Beverages"""","""" Juice & Nectars""""]",https://delivery.publix.com/store/items/41917895,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_a76625e3-c9a2-4ec1-8197-154b7528865e.jpeg,4.31,,Northland,Reconstituted 100% Juice,"Flavour: grape, cranberry; Made From: pear, grape, jujube, apple, cranberry; Pack Type: Bottle; Volume: 1893; No Artificial Ingredients: no artificial sweeteners; Health Claims: antioxidant; Immune Support Ingredients: vitamin c, antioxidants; Naturally derived: natural flavours; Pack Material Type: Plastic; Juice Content: 100%; Carbonization: still; Water Type: filtered"
1000488306,Walmart,USA,"Dunkin' Original Iced Coffee Bottle, 40 fl oz",""""" 
* Made with minimal ingredients to allow for easy customization 
* Pour over ice and enjoy! 
* Rich, smooth Dunkin' Original Iced Coffee in a 48 fl oz bottle to keep you running on Dunkin' all week","["""" Food"""","""" Coffee"""","""" Dunkin' Donuts"""","""" All Dunkin' Coffee""""]",https://www.walmart.com/ip/Dunkin-Original-Iced-Coffee-40oz-Bottle/5379726187?classType=VARIANT,https://i5.walmartimages.com/seo/Dunkin-Original-Iced-Coffee-40oz-Bottle_aaa05f4d-7758-4d34-973d-7c9eaff89fe0.a239e1a06ed9f1efed0576f438478c37.jpeg,5.84,,Dunkin',RTD Coffee,Flavour: coffee; Juice Content: 0-2%; Sweetener: unsweetened; No Artificial Ingredients: no artificial sweeteners; Pack Type: Bottle; Carbonization: still
1000489164,Plus,Netherlands,Hip Pop Living Soda Pink Grapefruit,purchase Hip Pop Living Soda Pink Grapefruit 330 milliliters online at plus.nl. make your shopping easy and home quickly delivery or pick up to your PLUS.,"[""""products"""",""""soft drink, juices, coffee, tea""""]",https://www.plus.nl/product/hip-pop-living-soda-pink-grapefruit-blik-330-ml-944599,https://images.ctfassets.net/s0lodsnpsezb/944599_M/02fdcdc0c7673a15b602aad140cb65a4/944599.png,1.99,,Hip Pop,Other Non-Cola Carbonates,Sweetener: sugar; Naturally derived: natural flavours; Volume: 330; Pack Type: Can; Juice Content: 0-2%; Flavour: grapefruit; Carbonization: still
100050398,Well.ca,Canada,nai Lemon Mint Orange Blossom Tea,nai Lemon Mint Orange Blossom Tea is blended with Orange Pekoe tea leaves. Their iced teas are made using the best tea leaves we could source and brewed in exactly the same way that you would make you,"[""""FOOD & SNACKS"""",""""NEW in Food & Snacks""""]",https://well.ca/products/nai-lemon-mint-orange-blossom-tea_164295.html?cat=4356,https://dr9wvh6oz7mzp.cloudfront.net/i/7cc743e3e5a076cdd41e1948ac34a005_ra.jpg,3.46,,Nai,Still RTD Tea,"Juice Content: 100%; Tea Type: loose leaf; Volume: 473; Carbonization: still; Flavour: tea, lemon, orange, mint; Pack Type: Bottle; Naturally derived: natural; Pack Material Type: Plastic"
1000508853,Walmart,USA,"Trace Minerals | Power Pak Electrolyte Powder Packets | 1200 mg Vitamin C, Zinc, Magnesium | Boost Immunity, Hydration and Natural Energy | Lemon Lime | 30 Packets",""""" 
* FAST FIZZY HYDRATION - Give your water a nutritious vitamin boost with this naturally full-flavored, effervescent electrolyte vitamin drink, featuring 18 vitamins and a full spectrum of Ionic Tra","["""" Food"""","""" Beverages"""","""" Powdered Drink Mixes"""","""" All Powdered Drink Mix""""]",https://www.walmart.com/ip/Trace-Minerals-Power-Pak-Electrolyte-Powder-Packets-1200-mg-Vitamin-C-Zinc-Magnesium-Boost-Immunity-Hydration-Natural-Energy-Lemon-Lime-30-Packets/865669855?classType=REGULAR,https://i5.walmartimages.com/seo/Trace-Minerals-Power-Pak-Electrolyte-Powder-Packets-1200-mg-Vitamin-C-Zinc-Magnesium-Boost-Immunity-Hydration-Natural-Energy-Lemon-Lime-30_1a69c75c-7b53-4691-83f0-73f303a2af02.2ece17ba80edbf4e101c5d19410e9619.jpeg,17.99,,Trace Minerals,Powder Concentrates,"Sports Positioning: post-workout; Pack Type: Carton/Box; Caffeine: 50-100 mg; Concentrate Format: powder, sport, electrolytes; Flavour: lemon, lime; Health Claims: immune system health, good source of minerals, good source of vitamins, hydrating; Immune Support Ingredients: vitamin c, zinc; Contains Minerals: magnesium; No Artificial Ingredients: no dye, no gmo; Naturally derived: natural flavours; Juice Content: 0-2%"
1000510072,Bol.com,Netherlands,tchibo caffè cream Mild (8x 1000gr),"this one 100% arabica coffee has a slight show of chocolate and a nice one brandingsaroma. enjoy the velvety soft crema. tchibo caffè cream Mild is ideal for a mild one café au lait, latte and latte m","["""" eat drink"""","""" soft drink, juice, coffee and tea"""","""" coffee""""]",https://www.bol.com/nl/nl/p/tchibo-caffe-crema-mild/9300000186860076/,https://media.s-bol.com/mWlW34x48V30/pYoxovV/625x1200.jpg,141.99,4046234816020,Tchibo,RTD Coffee,"Roast Type: light; Weight: 1000; Geographic Origin: germany; Coffee Type: arabica; RTD Coffee Style: latte; Caffeine: 0-15 mg; Juice Content: 0-2%; Free From: no caffeine, no allergens; Pack Type: Pouch; Carbonization: still"
1000516011,Kroger,USA,Sanzo Calamansi ( Golden Lime) Sparkling Water - 12 fl oz,,"["""" Grocery"""","""" Beverages"""","""" Sparkling Water & Seltzer Water"""","""" Flavored Sparkling Water & Seltzer""""]",https://www.kroger.com/p/sanzo-calamansi-golden-lime-sparkling-water/0086000035290#:#zipcode=46204&storeid=02100339,https://www.kroger.com/product/images/xlarge/front/0086000035290,1.99,860000352901,Sanzo,Functional Bottled Water,"Flavour: lime; Volume: 355; Pack Type: Can; Carbonization: carbonated, sparkling; Juice Content: 0-2%"
1000566827,Thrive Market,USA,"Sparkling Water, Rose, Lime, Hibiscus Tea","Sparkling water with an organic hibiscus blend Plus rose, lime & cardamom extracts Light & bright Middle Eastern-inspired flavor For everyday refreshments, pool days, or happy hours Non-GMO Project Ve","["""" Beverages"""","""" Water & Sparkling Water""""]",https://thrivemarket.com/p/sound-sparkling-water-rose-lime-hibiscus-tea,https://img.thrivemarket.com/store/full/8/5/854322005461_front_1_1.jpg,1.99,854322005461,Sound,Functional Bottled Water,"Diets: kosher; Volume: 355; Sustainable Sourcing: organic; Health Claims: no sugar, no added sugar; Caffeine: 0-15 mg; Pack Type: Can; Juice Content: 0-2%; No Artificial Ingredients: no artificial additives; Carbonization: sparkling; Flavour: tea, rose, lime, hibiscus; Free From: no alcohol, grain free, no soy, no peanuts, no eggs, no caffeine, no yeast, no shellfish, no nuts, no crustaceans, no allergens, no fish, dairy free, wheat free"
1000622180,Trendyol,Turkey,lavender 330 ml 6 pcs,"this product [page=""""merchant_info""""]kombucha 2200[/ page] will be sent by. 2 ; about to be sold at the campaign price 100 more than stock available. 4 ; the product you have examined the seller determi","[""""supermarket"""",""""food and beverage"""","""" still drinks""""]",https://www.trendyol.com/kombucha-2200/lavanta-330-ml-6-li-p-869699848,https://cdn.dsmcdn.com/ty1587/prod/QC/20241018/11/fb2a6514-c70f-3594-8297-beed5bd127ce/1_org_zoom.jpg,960.4,,Kombucha 2200,Carbonated RTD Tea and Kombucha,Volume: 330; Pack Type: Bottle; Juice Content: 0-2%; Flavour: lavender
1000708610,Trendyol,Turkey,mint lemon flavored powder drink 1 box (25*300 gr),"this product [page=""""merchant_info""""]TE GROSS[/ page] will be sent by. 2 ; about to be sold at the campaign price 5 more than stock available. 4 ; a product, suddenly can be sold by many sellers. by mul","[""""supermarket"""",""""food and beverage"""","""" still drinks""""]",https://www.trendyol.com/gulsah/nane-limon-aromali-toz-icecek-1-koli-25-300-gr-p-861982782,https://cdn.dsmcdn.com/ty1574/prod/QC/20240927/18/1fb574a1-6940-3f68-bf65-684591857747/1_org_zoom.jpg,1150,,Gülşah,Powder Concentrates,"Caffeine: 15-25 mg; Concentrate Format: powder; Flavour: lemon, mint; Juice Content: 0-2%"
1000710367,Albert Heijn,Netherlands,Hip Pop kombucha blueberry & ginger,"characteristics: deposit (only the netherlands), 
use: to open and drink it, 
Highlights: low in kcal & free of sweeteners,100% natural, nothing artificial, with probiotics, contains living cultures.,","["""" soft drink, juices, water"""","""" Ice tea"""","""" ice tea green""""]",https://www.ah.nl/producten/product/wi584165/hip-pop-kombucha-blueberry-en-ginger,https://static.ah.nl/dam/product/AHI_4354523130303938383838?revLabel=1&rendition=400x400_JPG_Q85&fileType=binary,1.99,5060512670967,Hip Pop,Carbonated RTD Tea and Kombucha,"Juice Content: 0-2%; Health Claims: probiotic; Volume: 330; No Artificial Ingredients: no artificial sweeteners; Tea Type: green, black; Caffeine: 0-15 mg; Immune Support Ingredients: ginger; Flavour: blueberry, ginger; Sweetener: cane sugar; Naturally derived: natural flavours, natural; Pack Type: Can"
1000749660,safeway,USA,Machu Picchu Pineapple Blueberry Energy Drink - 12 Fl. Oz.,,"["""" Beverages"""","""" Energy Drinks & Shots"""","""" Energy Drinks & Shots""""]",https://www.safeway.com/shop/product-details.970570636.html,https://images.albertsons-media.com/is/image/ABS/970570636,3.29,850033206180,Machu Picchu,Energy Drinks,"Carbonization: still; Flavour: pineapple, blueberry; Juice Content: 0-2%; Volume: 355; Pack Type: Can; Health Claims: energy boosting"
1000752280,amazon,Canada,"Berri Lyte Electrolytes Hydration Beverages with Coconut Water, Organic & Plant Based Electrolyte, Pediatric Rehydration Drink, Cherry, 1 L, 6 Count","Brand BERRILYTE 
Item form Liquid 
Flavour Cherry 
Number of Items 6 
Package information Bottle 
Item volume 1 Liters 
Unit count 6000.0 milliliter 
Specialty Low Sugar 
Age range (description) Kid 
","["""" Grocery & Gourmet Food"""","""" Baby Foods"""","""" Baby Drinks & Smoothies""""]",https://www.amazon.ca/dp/B088SX9Y83,https://m.media-amazon.com/images/I/81+qozfLOYL._AC_UL320_.jpg,226.02,,Berri,Coconut and Other Plant Waters,"Immune Support Ingredients: antioxidants; Volume: 1000; Pack Type: Bottle; Pack Material Type: Plastic; Sports Ingredients: electrolytes; Juice Content: 0-2%; Carbonization: still; Diets: plant-based; Flavour: coconut, cherry; No Artificial Ingredients: no artificial sweeteners; Naturally derived: natural; Sustainable Sourcing: usda organic, organic; Caffeine: 150-200 mg; Health Claims: low sugar, antioxidant, superfruit, hydrating; Made From: grape, sweet potato, strawberry, coconut, acai, cherry, guava"
1000754712,Trendyol,Turkey,cocoon disposable sour cherry flavored powder drink 50's - ISL4418-9283,,"[""""supermarket"""",""""food and beverage"""","""" still drinks""""]",https://www.trendyol.com/ismiyle-al/koza-tek-icimlik-visne-aromali-toz-icecek-50-li-isl4418-9283-p-870184768,https://cdn.dsmcdn.com///ty1544/prod/QC/20240913/23/a11e49ef-d43a-393d-9410-a575befafa08/1_org_zoom.jpg,318.21,,Koza,Powder Concentrates,Pack Type: Carton/Box; Count per Unit: 50; Concentrate Format: powder; Flavour: cherry; Juice Content: 0-2%
1000789832,Walmart,USA,"Hildon - Delightfully Still ( Non- Sparkling) Natural Mineral Water, 25.3 fl oz (12 Glass Bottles)",""""" 
* The award-winning taste of Hildon Natural Mineral water is born from our exceptional Estate. We reap the jewels of a fifty year journey of filtration and purification, to bring you water as crisp","["""" Food"""","""" Beverages"""","""" Water"""","""" Mineral Water"""","""" All Mineral Water""""]",https://www.walmart.com/ip/Hildon-Delightfully-Still-Non-Sparkling-Natural-Mineral-Water-25-3-fl-oz-12-Glass-Bottles/9643570765?classType=VARIANT,https://i5.walmartimages.com/seo/Hildon-Delightfully-Still-Non-Sparkling-Natural-Mineral-Water-25-3-fl-oz-12-Glass-Bottles_715dde75-a30a-47a2-b716-36e045161a0b.17e77c3ba9786c43b4248c1d9c27686f.jpeg,80.99,,Hildon,Still Bottled Water,"Pack Type: Bottle; Naturally derived: natural, natural minerals; Juice Content: 0-2%; Caffeine: 0-15 mg; Health Claims: good source of minerals; Carbonization: still"
