product_id,rep_id
3779108,7351
3793595,8671
3797860,37790
3798880,30523
3800846,27524
3806471,24597
3821131,12895
3826276,1573
3830409,30055
3847044,22851
3849936,52725
3851474,59037
3866379,57499
3914937,23042
3928459,35657
3962219,13134
3966351,353
3967952,32136
3970915,31206
3973397,23859
4002614,7060
4014464,4006
4018837,37093
4030308,56640
4031090,1751
4036283,37201
4038010,37194
4041787,8889
4051890,5484
4055756,9319
4059047,59719
4066218,16333
4071372,34843
4083060,28492
4084559,58095
4111115,22825
4124784,20554
4140726,13411
4143732,30877
4149394,24997
4173037,33407
4182214,40551
4182953,27071
4189603,59998
4193153,12609
4198486,5585
4202865,36177
4216436,3903
4246841,15973
4253606,24032
4258492,7626
4261273,28042
4262720,35748
4266338,35251
4270436,659
4277522,39271
4293675,57150
4294904,29721
4296418,28580
4321740,34117
4328629,13942
4330271,29469
4345592,12979
4352095,37165
4354689,36863
4376757,31207
4386352,12610
4426870,59681
4435597,28243
4467733,16707
4478240,2331
4499572,31004
4500467,23290
4513261,23791
4514953,23305
4527919,11391
4535666,33460
4551739,34118
4565432,12611
4581397,14056
4609352,60013
4609935,1185
4612830,58124
4617404,2611
4617778,26609
4620490,10317
4642481,35229
4646349,34119
4650997,5047
4654560,59516
4660283,25600
4671485,26824
4678454,27523
4682390,59971
4685861,29238
4689661,41676
4719430,38784
4726404,56750
4731223,57140
4732573,34068
4742318,37166
4779654,23196
4786315,15258
4787398,59655
4793794,57231
4798042,34460
4802544,59914
4830586,7352
4840027,32109
4843372,2122
4845725,33329
4848005,60093
4853907,32679
4862052,35832
4875035,11149
4878766,56890
4888871,35743
4895523,3746
4898657,35323
4904204,29336
4919099,31166
4935813,23567
4939110,57400
4995630,2120
4996616,12156
5003878,10637
5005006,38687
5010151,31208
5024046,35749
5026940,29337
5030326,33461
5041412,17979
5043035,2129
5043082,31209
5045132,6938
5045200,3742
5052288,33781
5055087,28002
5093055,29722
5099365,30524
5101731,34904
5102419,31560
5105989,35544
5107344,10058
5119520,32680
5121838,31210
5138787,9937
5153579,23629
5169014,57829
5178834,9683
5179944,10958
5183437,38474
5183922,13412
5218844,13265
5223897,6984
5230742,37952
5246166,7625
5246486,8890
5247800,29913
5250453,34034
5262125,26611
5270811,34120
5280012,23623
5301802,6376
5303284,23352
5314166,3842
5319404,31950
5320051,34132
5326956,59999
5338443,41821
5341712,26825
5341843,11864
5351608,5965
5357459,27503
5366403,27435
5371461,58961
5381079,308
5401891,24647
5411980,34069
5413954,56641
5414519,34121
5416840,33293
5419905,3743
5433051,31951
5435561,861
5440704,39960
5472246,57007
5492083,24367
5505732,34122
5519864,15933
5538323,28496
5555611,18216
5559996,32681
5584291,36178
5590609,36082
5591019,4842
5602220,37953
5605131,57679
5607399,4396
5623622,59733
5644949,59395
5656052,34654
5664263,26610
5664513,58225
5678911,22772
5680570,1278
5681963,7353
5687673,23231
5700178,58798
5700332,11392
5703548,55548
5709575,10811
5722572,10692
5734450,13041
5752560,37535
5773310,55908
5809824,31812
5810033,12896
5815732,31875
5816360,8271
5822225,34804
5832999,36179
5834608,11393
5839275,31976
5842084,22776
5850700,2994
5854178,1574
5857655,465
5881540,1279
5886237,13319
5894303,312
5899580,11658
5905336,56419
5909013,1575
5914463,28828
5918204,56015
5946640,37536
5950317,29008
5957600,2120
5994220,6795
6004052,59990
6007573,57401
6021513,32682
6032368,28103
6048273,13866
6052581,31977
6078614,30525
6079145,57151
6080767,2121
6098961,5485
6098975,13943
6107211,5048
6109400,32589
6110627,36920
6117573,40808
6119297,59656
6122916,28043
6132617,5049
6141679,31211
6144138,38942
6147637,12807
6147686,28049
6153633,14698
6162433,29567
6177277,10318
6178285,8739
6181689,39788
6202766,6389
6215473,35877
6218256,9743
6225257,3864
6236810,4466
6247448,56277
6256540,22777
6276592,39944
6286299,41677
6291767,43152
6302816,1576
6309717,24345
6314191,24447
6332620,57579
6337212,60999
6338610,42208
6360247,31115
6363897,10888
6364831,24770
6370508,24689
6372612,1
6373607,2939
6375743,22922
6376483,39265
6382627,13933
6389681,59596
6411361,9320
6414688,12443
6422684,14626
6423530,4727
6431736,13042
6444841,47487
6448407,23043
6449729,13944
6452253,15259
6455956,36621
6465066,50038
6481830,31561
6486072,43927
6502343,15670
6511710,60129
6516125,26613
6517832,2122
6549615,867
6553011,11477
6554395,33462
6555670,61430
6556815,38332
6558897,13850
6568967,37537
6596614,3815
6599286,59640
6608498,4177
6637543,55426
6650672,3113
6652397,28104
6657365,45127
6660467,9321
6660477,10059
6669822,37538
6715932,60014
6719845,4728
6729169,13320
6735616,12980
6739755,29393
6745774,56891
6756402,33112
6768678,56845
6780793,2
6837937,34576
6838277,58282
6868048,51344
6897371,57590
6897926,23472
6911706,10638
6931298,59975
6932255,3281
6933676,59958
6940022,57118
6948002,13321
6968973,56496
6971275,31212
6983712,10797
6985594,55756
6985891,843
7014683,22823
7033009,56178
7035161,28605
7057336,3285
7069272,10325
7072540,36852
7082178,55909
7092548,36823
7103714,34461
7109583,7629
7112064,33977
7114241,34753
7122712,11636
7129485,1086
7135810,32504
7145745,30526
7148436,17807
7149829,12368
7153420,13938
7154840,35
7160620,39961
7161374,966
7172245,2041
7173465,11150
7173591,24933
7187099,857
7187769,1967
7202984,23025
7205165,36266
7208773,14733
7209407,8138
7228862,22824
7238400,4792
7238679,38889
7246119,24879
7263307,2432
7295327,33671
7303363,31213
7312995,56595
7320409,57571
7331289,32683
7339597,7354
7398306,14627
7412121,13767
7453520,34123
7462709,55910
7465155,2128
7468935,353
7476150,14057
7486698,27072
7498419,13687
7502141,32586
7505100,40264
7506483,10581
7515933,22773
7520390,22774
7525367,58763
7530943,59517
7534846,36019
7540768,29568
7580199,34742
7586278,32684
7590231,23200
7598277,9900
7601203,22726
7605565,13809
7617342,56032
7647862,56437
7652756,57942
7660271,656
7675261,2261
7678567,10888
7683764,11786
7686354,28497
7689192,7922
7691265,32891
7692703,10176
7693733,12017
7707294,35731
7722671,1100
7730874,10319
7731427,30527
7732237,57152
7753408,35324
7769497,33761
7771379,12612
7775989,59902
7796021,56220
7802734,26826
7811635,14058
7814447,29156
7815365,28673
7842215,12319
7862219,5700
7866391,1752
7881382,395
7893430,32409
7894222,36961
7896102,28498
7922387,24666
7932969,59783
7950493,1616
7956855,39109
7962739,23657
7970861,22876
7982746,28497
7982901,29723
7984768,32685
7985556,6810
7985745,2123
7990631,36461
7999329,24761
7999763,3913
8009977,28003
8011003,830
8013112,60000
8019436,14972
8031774,55911
8044141,28606
8063088,35983
8077744,34124
8090741,56016
8101553,59976
8102523,56278
8110058,32686
8111445,10312
8112948,37128
8114125,60278
8128711,1577
8132310,5486
8149023,39272
8149742,36180
8153526,56566
8154007,664
8158081,654
8158812,14186
8165858,59903
8166127,22825
8168162,41126
8178578,36792
8180969,2124
8181062,31214
8188591,5586
8193274,59977
8194887,12613
8196695,3912
8214343,33330
8214696,33463
8227626,7923
8236434,55912
8248414,28885
8251714,3348
8252090,58565
8266762,34051
8295661,19628
8312378,5487
8316138,2015
8324986,59959
8334865,57733
8341224,24448
8343394,37539
8359769,12120
8366237,32892
8368249,8672
8370604,58024
8372155,29724
8377140,3110
8387724,57588
8398287,1186
8406127,59548
8409241,36793
8410724,15170
8417058,28244
8427944,37540
8432468,55481
8435328,1087
8448345,35325
8453841,2612
8458464,12304
8465199,60636
8468261,22775
8471201,36181
8475377,32587
8478948,31978
8479043,27524
8494631,55913
8511068,56437
8529059,4178
8533536,58101
8547447,14552
8572242,23785
8574356,12258
8575037,6796
8590964,36853
8591080,32687
8595669,22885
8601437,13043
8603984,33276
8630433,14750
8635059,7061
8642165,33564
8647801,56596
8655002,59917
8656767,9777
8657371,30879
8660874,36794
8672266,24305
8689064,31876
8694922,60524
8699131,36683
8707490,5038
8721581,10898
8728778,861
8748541,13044
8757153,15601
8759388,40139
8789045,12444
8795556,34743
8798095,32688
8801796,5051
8806455,15198
8806677,29568
8825521,3827
8831385,37541
8851092,13688
8861045,5488
8861294,59888
8862562,56410
8868710,33464
8868969,32270
8871264,1578
8873067,5489
8880519,56392
8883990,31226
8904876,39869
8907717,30537
8956036,2035
8962396,34744
8963669,30528
8972262,56852
8991078,29957
9014815,56438
9021024,39174
9022522,288
9029571,30419
9045641,9322
9067598,34703
9069515,1617
9078831,7626
9082977,23410
9083393,3282
9088394,35862
9113377,31215
9117310,55436
9121122,38890
9127558,9958
9140703,8478
9171706,31216
9173501,24926
9177231,3865
9218303,31217
9230505,34462
9231949,39503
9232608,28431
9234273,6795
9245192,32410
9246067,15160
9264459,59978
9269205,34463
9269558,2210
9290559,36854
9292101,34052
9295242,60024
9296719,35695
9306520,24016
9313958,36599
9326338,38947
9330501,2279
9357566,32411
9370717,34125
9378439,31263
9383179,5050
9383470,56017
9407200,4440
9416845,24974
9417356,60348
9419585,14059
9431660,6393
9444192,34745
9488780,35321
9498852,32647
9499143,42814
9500863,30529
9502756,60025
9511873,58955
9522524,5051
9546215,4729
9550019,14903
9584765,1624
9590041,31018
9592957,35252
9600248,28717
9611151,29570
9614050,2125
9630402,59322
9643743,34035
9645570,29203
9650254,26609
9659631,59337
9663304,26617
9666808,12018
9668296,8891
9678243,9436
9695609,3513
9695965,13413
9698426,60437
9717815,24073
9729636,4179
9740093,30530
9743012,34126
9758053,58553
9764402,27525
9770572,5587
9772980,11865
9778701,32251
9779847,37775
9782432,34823
9800054,39273
9812809,58116
9815245,2795
9828892,5717
9855714,35222
9860283,36074
9862483,31218
9863937,57253
9879745,3816
9882416,33445
9886351,11394
9897430,56179
9903919,34577
9906228,41127
9943718,4150
9957812,28105
9964203,34127
9967371,2135
9974670,13811
9985499,12216
10002990,179
10004871,36795
10009110,34905
10009275,15934
10009367,13217
10010264,11535
10026731,28070
10036646,34464
10038286,60001
10050777,466
10065358,56018
10079464,60181
10085576,37954
10095962,36816
10098180,60159
10100156,13414
10101865,12019
10102378,3843
10102444,59060
10139679,37542
10154176,12757
10154600,32689
10165969,24898
10172852,30531
10189483,40552
10192138,58566
10196590,5718
10216375,36684
10218773,58389
10231192,8402
10232233,50510
10235016,5039
10240200,56507
10240220,41918
10253103,29470
10253674,663
10255631,32110
10255965,24490
10258851,23568
10266927,60573
10282676,5588
10284485,30532
10297562,26612
10307160,46352
10327736,39504
10339458,5052
10341672,59915
10357579,29875
10358436,33638
10363981,11787
10379952,38948
10381088,47283
10401669,57900
10414481,31005
10414908,38949
10418567,38743
10432141,36855
10440540,60150
10440636,36622
10449273,32445
10476613,10530
10484533,7627
10490103,31219
10493461,29318
10514466,58561
10525710,56393
10527307,60026
10531195,22776
10532067,8892
10534374,13320
10540362,33465
10547443,41990
10559752,28886
10561298,36624
10563641,58390
10569712,32648
10570021,55914
10573089,30486
10574019,30234
10574709,37094
10590457,27504
10594056,3
10614515,27148
10615078,3865
10621714,30420
10632923,326
10639023,22890
10658562,657
10662422,59398
10680065,2796
10683594,59513
10694032,39962
10695116,31220
10701713,35182
10721730,32271
10728551,9323
10729213,2797
10734169,31951
10740089,59249
10759780,33331
10761565,1579
10769104,57278
10777822,1974
10781744,32690
10791866,27247
10795884,1101
10796808,4441
10806367,59249
10816327,2125
10840477,15060
10852794,533
10856175,35183
10864368,13045
10876454,30536
10893598,38170
10930508,28382
10930942,56232
10932058,39963
10933305,38344
10933522,7062
10940852,29009
10942232,29204
10945691,24119
10954918,39257
10956556,1618
10962844,31006
10970197,11881
10974837,58391
10984528,39614
10994352,26208
11003713,353
11014859,33620
11029007,28245
11033759,59723
11035297,46582
11047895,31221
11050924,1619
11052274,4
11061094,59979
11069487,12758
11070256,2126
11076300,41516
11083155,60120
11104435,59682
11105940,11395
11118568,4180
11153395,4601
11167448,38729
11172964,2933
11188210,34805
11210793,23715
11211917,38785
11236207,36864
11241749,5490
11250777,3148
11261080,4467
11262134,59943
11272489,842
11274828,39274
11286833,10264
11287089,9324
11287422,28246
11301486,36600
11305271,34128
11334594,5
11355737,59343
11359512,33851
11360767,60846
11363982,59960
11369439,7625
11373956,58305
11378507,34070
11391923,58025
11408293,5491
11413691,4151
11432894,10959
11434504,24449
11436872,30780
11442904,45128
11470202,57675
11471382,3080
11473756,5053
11475706,8893
11482832,2127
11520485,10960
11528110,3310
11537332,15260
11547746,13415
11555311,30533
11569432,32272
11570229,38078
11593680,24975
11599843,411
11600242,46522
11603340,31813
11606287,2798
11607290,37543
11633917,59687
11643283,35253
11647728,160
11649174,32109
11652482,57901
11673385,7818
11697612,29439
11715566,56846
11731271,24129
11732451,60117
11733471,11833
11749250,28106
11774964,33639
11782131,13479
11825926,57686
11836262,34129
11843823,23353
11850356,26616
11860538,3111
11862708,5054
11873257,61431
11887472,32412
11894673,8894
11903963,41955
11916762,28071
11916884,1580
11935140,38064
11938772,31222
11942045,29876
11959214,29157
11959904,58930
11977473,3828
11981838,34746
11984043,10086
11989777,662
11997766,37791
12009095,22936
12013554,37544
12019082,31235
12026153,5589
12028167,57371
12031930,35164
12033431,14904
12035430,56597
12043033,31167
12048568,31223
12061322,2128
12076717,8484
12079094,36623
12080911,34130
12084159,21156
12084908,1620
12090109,15198
12097604,33466
12104864,412
12113167,8272
12141744,56032
12142560,12614
12150578,42481
12152430,56394
12165624,37545
12169708,1581
12181510,35254
12184570,32252
12220804,1806
12225399,32893
12230452,16962
12234717,4078
12237670,7041
12245056,13416
12245715,25174
12248821,22937
12261348,57279
12271955,58881
12273532,825
12273616,5055
12273762,6797
12293561,55994
12295918,28745
12296611,50753
12302785,12369
12305700,7538
12318068,58958
12330622,859
12333123,11151
12335350,55915
12348034,12020
12348794,28607
12358502,55916
12375430,23378
12385194,56876
12391453,7405
12423022,7355
12426469,5047
12436040,29237
12453595,56395
12463508,37546
12476673,41128
12484643,1621
12506681,1874
12534984,10320
12567448,3866
12575374,2129
12578679,2696
12579436,22777
12580374,863
12588609,55627
12590514,34131
12592441,7924
12602078,14628
12609331,5831
12630365,3283
12639209,61401
12644984,1409
12648416,37547
12649413,29394
12652162,59761
12672140,42066
12678664,34053
12681663,38891
12688053,57734
12691327,56618
12697487,35696
12703251,35749
12709702,59657
12716627,11882
12721002,35029
12724520,29010
12729675,60127
12742002,11396
12743150,6075
12770130,23197
12773237,37548
12792225,37021
12795613,9901
12809546,60027
12821253,4181
12836428,48143
12838375,23198
12848225,37549
12856643,30852
12866282,2799
12868782,22778
12882171,13689
12891126,3311
12891618,1367
12904406,11866
12908764,13872
12922338,11397
12944954,43927
12949730,11398
12950958,16894
12961252,32600
12968098,31224
12972745,6205
12983740,43675
12987446,2130
12993057,9959
12998998,15076
13018897,862
13025791,6076
13037295,33621
13037682,7066
13052580,7628
13058759,58392
13075887,10482
13082674,1582
13090373,7063
13113662,32691
13121371,6799
13124548,10483
13125228,14060
13130047,36865
13132135,58115
13139351,39149
13143993,36182
13147006,46445
13162277,1383
13165537,3844
13183135,31877
13193301,38475
13203385,33467
13208461,12021
13213603,3284
13225120,33472
13240231,59609
13243731,3867
13259868,31225
13272150,862
13293865,1888
13300727,59462
13304385,22886
13312516,33832
13322402,28432
13322597,34132
13323286,61000
13358179,23792
13371381,24960
13389781,29509
13392532,33332
13406316,2131
13412530,6439
13419001,33944
13422822,2132
13436799,5056
13438698,60002
13443663,12830
13449682,33468
13451855,11797
13470411,7406
13491384,23569
13494319,10317
13504064,37550
13531887,24868
13550229,55787
13552431,3312
13554110,55917
13556742,8273
13557016,1583
13565557,40140
13568034,40343
13568685,58374
13601963,14546
13603033,13417
13606119,31226
13607580,39964
13609770,27505
13611853,33432
13618178,36020
13619396,27900
13624776,14872
13626374,12615
13635949,28674
13641936,31227
13657870,60560
13666796,14175
13681201,35255
13686713,29127
13695642,39275
13719503,1399
13728985,29725
13731635,34747
13734369,31979
13764256,23569
13765553,1622
13788203,24825
13801695,4431
13812735,35833
13817958,2613
13818230,1102
13820830,58503
13821453,31228
13822251,37551
13828223,6798
13829182,60003
13834864,30534
13835980,4182
13847269,37891
13854608,37274
13869543,55995
13875540,33469
13876281,8152
13882237,38333
13894114,30878
13895722,28107
13904580,37552
13904581,10751
13909184,56619
13918534,36546
13923433,37516
13923823,29543
13924194,22868
13934032,29205
13957445,29569
13980351,26209
13981001,32413
13995946,23143
13998457,26210
13998486,12616
14007417,40423
14015141,38892
14035941,31562
14056082,33470
14074870,61001
14120364,33333
14121959,392
14128217,6654
14131326,31674
14131425,8065
14137838,7761
14138021,2132
14140439,7356
14156192,8107
14170641,30877
14179709,60406
14188790,58021
14197926,38187
14201489,10240
14218644,56567
14240586,46171
14242552,11819
14243904,29011
14247253,36183
14262776,35878
14270374,35256
14276616,775
14283844,4079
14283939,29726
14284036,8682
14285313,43235
14287983,56439
14317092,31814
14319182,24743
14325160,58882
14342126,31878
14346743,60292
14352633,60274
14367557,13690
14409388,36962
14415322,23716
14417329,2794
14426925,13617
14427808,12426
14434738,8274
14450141,2800
14452884,4077
14478743,5590
14488428,9895
14496350,309
14500476,29158
14526927,47739
14532907,15671
14539341,10899
14550584,55918
14554946,36184
14556253,10321
14556544,40380
14567036,3845
14570339,7357
14577195,868
14584121,8066
14591463,10265
14600256,24120
14608921,35257
14617055,8067
14637736,35258
14643143,36796
14656352,23793
14672666,12617
14686876,41129
14697177,60974
14714186,29157
14734669,6077
14747606,29914
14749859,14873
14752403,34594
14756498,29206
14759160,38476
14781696,10322
14785207,33471
14786258,38065
14793552,33622
14801185,38744
14805686,36
14834384,24690
14847613,28608
14852750,56535
14859472,34071
14867360,36731
14868752,36185
14871744,38356
14875916,33565
14886632,34906
14888995,60724
14909123,34616
14911940,50139
14916436,37167
14934788,31229
14939645,37792
14957302,6
14959349,22769
14962465,60101
14966250,289
14966889,13600
14978334,22938
14982083,57122
14991165,30879
14991621,13123
14996332,10484
14999152,12305
15002018,28499
15012899,56019
15016144,37275
15030537,59518
15046067,40966
15055856,35259
15057047,23570
15060817,59887
15066247,10327
15068949,27524
15073202,3817
15096065,53279
15108621,30534
15109764,863
15138781,413
15147759,9756
15156846,5758
15160387,59419
15168523,31230
15174318,26614
15180033,38477
15182725,33671
15205852,10323
15210545,56847
15213697,1584
15216671,60195
15217117,16485
15217792,863
15218992,59948
15242389,35098
15245627,22917
15248241,3868
15259911,30881
15259916,858
15266247,36866
15266591,58399
15269311,6794
15278561,28746
15283086,32692
15283994,8403
15287803,27714
15299545,22726
15312433,56994
15332346,36186
15337902,59470
15356979,38079
15366842,57402
15408273,32894
15418546,4453
15423184,5061
15446073,864
15463209,7358
15463360,7064
15470033,5057
15475092,10531
15483719,37553
15493334,8683
15501339,2940
15508328,55840
15512844,13418
15518269,27506
15521465,10324
15527301,37554
15541196,5492
15541814,28247
15545486,32588
15546970,30487
15549200,33472
15568428,8895
15570561,23354
15570631,12848
15580282,24119
15589552,27640
15592693,12618
15610742,29510
15612719,24322
15614862,56501
15616950,5493
15617085,58504
15622339,32693
15635224,57853
15641326,55491
15675902,57254
15680544,1201
15702344,23473
15710547,6390
15716377,2433
15717082,60781
15741376,33208
15744941,1623
15748915,50347
15775042,9505
15792258,38334
15792490,10328
15802898,32082
15807186,10325
15807966,35048
15810927,34133
15826273,4796
15829168,56598
15834609,30535
15838012,33762
15840656,32694
15874310,13691
15878638,27149
15885558,39965
15886081,33408
15891975,7065
15892008,38745
15894269,60034
15894455,58594
15894989,1885
15895425,60805
15912941,10997
15913832,60504
15923743,7359
15926959,36685
15943388,57909
15946381,28500
15947109,3829
15957535,8873
15963208,32408
15972358,2348
15974935,3824
15977017,37555
15989397,9325
16005474,25145
16006682,23794
16018940,41086
16047195,27248
16049536,7061
16054814,24374
16057536,15261
16065291,57910
16084390,10484
16085048,4608
16092199,32695
16107068,32895
16121050,8896
16126804,27763
16129617,4574
16133389,32696
16138221,1410
16141751,8897
16157617,12831
16180040,60015
16185687,31047
16189695,11698
16196000,60370
16226269,34465
16239244,10164
16242761,34134
16270307,60004
16271013,36963
16281016,57725
16293321,22842
16295812,28621
16304342,4355
16317724,58651
16347798,59051
16354495,14732
16356159,34704
16362575,38033
16370612,1411
16400062,60028
16401632,59972
16421023,42067
16425512,33473
16431031,3178
16431672,59895
16440547,30781
16447381,34578
16448685,8898
16456956,37556
16468474,24066
16471931,30090
16476294,4007
16487607,10326
16503124,41130
16516144,13322
16524053,35595
16549077,10322
16550986,31116
16550991,36187
16553196,35049
16564781,13933
16566593,5058
16578540,29179
16593507,57903
16595161,55800
16598634,23406
16598731,13323
16599226,13945
16599906,3285
16602069,58059
16607388,60196
16614806,8404
16644425,38478
16653987,15672
16675307,56848
16688539,6078
16709933,22887
16763775,7626
16792875,37557
16793436,59980
16839735,10830
16842538,30235
16843673,33994
16844793,58835
16844811,23860
16846616,2131
16882898,32273
16883744,2697
16895170,5059
16906126,57381
16925444,40445
16925920,34257
16934902,24826
16935267,623
16957438,59249
16960370,864
16969047,33923
16981128,37407
16983603,33090
16987235,24733
16991283,33833
16996895,59781
17019085,33474
17025348,28887
17035492,2797
17042204,57930
17046139,22888
17049410,22827
17054651,22984
17067221,4183
17109719,32896
17120315,57255
17127529,14061
17129618,58125
17130441,32111
17133653,9538
17142118,55695
17152707,28108
17166270,31563
17193660,4184
17212826,57015
17219499,57252
17229867,44727
17231241,865
17245926,1624
17261419,24512
17273321,10319
17294859,59008
17302890,34135
17305890,24950
17307541,56575
17317133,56247
17336303,37538
17339099,9326
17355806,11838
17375891,29727
17380918,14243
17381023,26618
17393162,23355
17393695,29728
17396697,6079
17412103,57514
17426018,59961
17443748,7042
17454361,28747
17463633,34682
17463725,5494
17468553,30536
17469309,59624
17488058,7
17488471,30421
17489312,60063
17494661,60178
17504024,4793
17507274,38479
17518689,15384
17533150,14781
17538799,37490
17539984,15053
17547479,8888
17554059,34884
17554403,3869
17555648,8834
17558070,7056
17576597,36046
17585600,10485
17591826,33113
17591903,59651
